Feedback,professor
그런거 없네용 에이쁠입니다,박종용
자랑은 아니지만 수업은 잘 안들었어요 그냥 글을 잘쓰시면됩니다.,박종용
"꿀강을 듣고 싶다, 자신이 잡지식이 많다, 잡지식을 좋아한다면 신청. 다만 교수님이 강의력이 부족하여 집중이 안 될 가능성이 농후. 수업 자체도 사람들 발표가 주를 이루기 때문에 잡지식을 많이 얻어갈 수 있음. 개인적인 느낌으로는 글쓰기에서 필력보다는 얼마나 많은 내용을 담고 있느냐가 중요한 듯.",박종용
기말에서 글로 타 학우들을 어떻게 바를 수 있느냐가 관건입니다.,박종용
논어지만 논어가 아니에요. 뭐 외우고 그런거 거의 없어요.,박종용
그냥 교수님 수업이 맥락이 없고 매 수업마다 지루해서 지치긴 하지만 그것만 참으면 상당히 부담 없는 수업이에요,박종용
학기중 ,박종용
 중간 대체 ,박종용
 기말 글쓰기 딱 3번하면 끝나니까요,박종용
학기중 과제는 써서 아캠에 올리고 조별로 발표하는 방식입니다.,박종용
"여기서 조는 그냥 같은날에 발표하는 사람들 모임일 뿐 그 이상의 의미는 없어요. 중요한 건 맘에 안들면 교수님이 겁나 터는데 여기서 삔또 상하는 사람 많더라구요... 중간고사 대체 과제는 효도, 우애, 결혼, 뭐시기 등등 굉장히 광범위한 주제 중 하나를 골라 거기에 대해 2장을 꽉꽉 채우는 형식입니다. 2장이라고 하면 개껌이네 ㅋ 하고 생각하실 순 있지만 이게 한글 문서로 여백을 그냥 없애다시피 하고 2장을 말 그대로 꽉 채워야 해요. 2줄까진 봐주고 그것보다 덜쓰면 1점 감점 2점 감점 이렇게 올라가는 형식입니다. 그리고 책에서 적어도 두 번 인용해야해서 도서관에서 보물 찾기 하는 것도 상당히 빡치는 부분이구요. 저 두 과제 생각보다 화납니다. 기말고사는 그냥 주제를 알려주셔요. 알려주시면 미리 써보고 그걸 외워가야 합니다. 물론 논술 시험지 앞뒤 두장 꽉꽉 채워야죠. 이분 진짜 무슨 페티쉰지 모르겠는데 이런 부분에서 좀 변태같으신 면이 있어요. 나머지는 그냥 10개 논어 문장 사전에 외우라 시키고 5개 문제내는 식이고 성균관대학교릇 영어, 한자로 쓰라는거 하고 애매한 문제에 대해 입장을 정하고 그 근거를 200자 내외로 쓰라는 것 밖에 없어요.",박종용
결론은 지루한 수업 ,박종용
 좀 짜증나는 논술 3번입니다.,박종용
수업 내용은 뻘소리 40,박종용
", 발표자 까기 20",박종용
", 자기자랑 40",박종용
로 구성되어 있습니다. 참 자기 좋은 수업이죠...,박종용
교수님이 핵꼰대라서 시험,박종용
레포트 포기함,박종용
ㅂㄱㅎ 전 대통령 지지하시고 본인 자부심 엄청 강하심,박종용
학생 한 명 한 명 앞으로 와서 논어구절에 대해 쓴 레포트 읽게 하고 그거 평가하시는게 '수업'인데 난 끔찍했음,박종용
밑에 사람들이 꿀강이라고 언급하는 이유는 어느 정도 납득하지만 난 교수님 극혐이었음ㄹㅇ,박종용
"정준영 철학입문도 버텼었는데 그 교수님은 고집이 있으시지만 성품이 좋기라도 하시지, 이 교수님은...",박종용
절레절레,박종용
다른거 들으세요. 학생들을 우선으로 생각하지 않으심.,박종용
"계절로 들었는데 필력에 자신 있고 인문학, 자연과학, 예술, 사회과학, 공학 여러 분야에서 알고 있는걸 짬뽕해서 녹여낼 수 있으면 백프로 에이쁠. 발표문 낸 거 읽어보면 뭔 배짱인지 교수님이 정해준 가이드라인 안 지키고 서론만 엄청 길고 그런  사람도 많아서 개꾸르ㅋ  계절이라 그런지 기말 시험 에세이 주제도 알려줘서 미리 쓴 거 외워서 쓰면 되는 거라 사실상 에세이 세 번 쓰면 됩니다ㅋㅋ",박종용
교수님 너무 좋아요.  짐철하신 분입니다. 학점도 잘 주시고 발표 한번  만 있어요. 글을 잘 쓴다면 좋은 성적을 받알 수 있음...,박종용
수업의 질 별로임 교수님은 사람이 참 좋으심... 사람만 좋으심.. 강의력 제로 책은 거의 안쓴다고 보면 됨. 조별과제 없고 한학기에 한 번만 발표하면 됨. 교수님이 학생들을 진짜 잘 기억하시는데 그래서 출튀가 가능할지는 미지수. 다만 자는 것에 대해 감점은 안하시는듯. 그냥 기말 시험 한 번에 모든 성적이 결정됨. 프로 논술러들에게 추천,박종용
"출결은 제대로 한다는 가정하에, 모든 것이 마지막 논술 시험으로 갈리는듯... 맨날 자고 수업안듣고 출튀하는 애들에 비해 매번 집중해서 수업들은게 아까을지경ㅠㅠㅠ 정말 논술 시험 그 필력으로 모든게 결정되는것같아서 성적으로는 조금 아쉬웠어요ㅜㅠㅠ그리고 평상시에 학우들 발표듣고 이런거는 재밌는데 뭔가.. 그래서 결론은..? 교수님이 잘 정리해서 말씀해주시면 좋겠는데 교수님도 얘기하시다가 흐리멍텅하게 끝나요ㅠ",박종용
진짜 평소수업시간에 메모잘해놓고 ,박종용
교수님이 수업관련A4나눠주심 거기에메모하세용,박종용
"중간과제,기말시험",박종용
미리알려주심,박종용
 글만잘쓰면 퍼풱트!!,박종용
교수님 사랑해요,박종용
. 너무 좋으심. 다만 좀 지루해서 맨날 잤음. ㅠㅠ 시험은 논술형인데 내가 좀 필력이 좋아서 수업 하나도 안듣고 A,박종용
받음...,박종용
교수님 너무 좋아요ㅠㅠ 진짜 재밌고 시험도 논술형이라 준비할 것도 거의 없고! 글 잘 쓰시는 분들이 유리합니다,박종용
학점은 진짜 잘 주시고 수업에도 애정이 많으셔서 이러저러한 지식들을 많이 알려주시지만 개인적으로는 수업이 너무 지루해서 별로였음,박종용
논어...라고생각하시면 안되고 그냥 교수님이 여러가지 인문학적 지식을 알려주시는데..잘듣는다면 유익한 내용이 많지만 저는 너무 지루하고 저랑 안맞았어요ㅠㅠ 학점은 꽈꽉 채워지시는거 같긴한데 뭔가 저랑 안맞는? 쉅이었습니다,박종용
팀플이라고는 하는데 팀원들하고 인사도 안합니다 ㅋㅋㅋ 그냥 조 짜주고 발표하면 됩니다 중간은 안보고 레포트로 대체합니다,박종용
개인적으로 외우는거 싫어하고 입터는 거 좋아해서 너무좋았음 중간에 두번 과제있었는다 다 짧은 분량의 레포트였고 별로 힘들지 않았음 시험은 기말만 있는데 짧은 한자 성어 뜻외워야하는건 미리 다 알려주심 논술형 문제도 다알려주심 그냥 가서 내생각 적어야하는게 문제임. 출튀하기 아주 좋음,박종용
발표가 수업의 주를 이룸. ,박종용
"발표 내용 뿐 아니라 양식과 서식, 제출 기한도 주의할 것",박종용
출결이 매우 중요. ,박종용
1점차이로 학점 갈릴 수 있음,박종용
시험 자체는 난이도 낮지만 시험 중 써야 할 분량이 상당함.,박종용
교수님 배경 지식이 많으셔서 듣고 배워갈 것이 많음.,박종용
수업이 좀 지루한 편입니다. 그래도 과제나 조별모임이 없는건 좋습니다,모영환
정말 좋은 교수님이십니다. 착하시고 완전 공자님인줄...,모영환
왜 에이쁠받았는지 모르겠음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.....,선우미정
감상문 써서 내는 과제 같은게 3번인가 있고 조별발표도 1번 있음  나도 이런거 귀찮아하는 편인데도 횟수만 많을 뿐 솔직히 부담 1도 없는 정도의 과제들이었음. 귀찮으면 학기 초에 여유로울 때 미리 다 해놓는거 추천. 조별발표때도 걍 다들 대본보고 줄줄 읽었음 상관무.  중간고사도 없고 기말고사때는 시험 전에 문제 다 알려줌 수업도 안들어도 됨. 교수님이 올려준 교안 보면 다 나와있고 하다못해 인터넷 검색해도 나옴. 다만 출석 진짜 중요함!!!! 감상문 과제 하나에,선우미정
"10점인데 결석한번에 5점인가 까임 나는 과제 다 전날에 쓱싹 써서 제출하고, 조별과제 모임은 1번 모이고 완성, 출석 만점에 기말고사 문제 알려준대로 전날에 3시간? 정도 달달 외워서 쓰고 왔더니 에이쁠받음",선우미정
성적은 시험으로만 갈립니다.,선우미정
교수님께 직접 들었습니다.,선우미정
 문제를 알려주기는 하지만 답은 알려주지 않으므로 학기 초반에 나눠주시는 여러 유인물을 봐서 확실한 답을 알아내셔야 합니다.,선우미정
노력한만큼 나오는 수업같은건 절대아님 에이쁠이 나왔지만 왜 나왔는지 1도 모르겠음 조별과제 1번 아주 안중요함,선우미정
출석만 잘지키면 되는 수업이구 결석이나 출튀는 매우매우매루 싫어해서 한번이라도 하면 씨쁠이 뜰가능성이 있으니 절대 하지말길 ,선우미정
과제공들여서 쓸필요 없고 논어감상문이랑 다큐감상문 둘다 1시간정도만에 써서 냄,선우미정
다시말하지만 수업 하나도 들을필요없습니다 문제 다알려줘용,선우미정
시험두번보고 공부해야하는 다른 논어에 비해 매우매우매우매우매우 꿀강이라고 생각함,선우미정
물론 배우는건 1도없음,선우미정
노력한만큼 나오는 수업임.,선우미정
개인과제 3개에 팀플 1개로 논어치고는 빡세기는 하지만 ,선우미정
오히려 그래서 노력한대로 나와서 좋은듯. 관점의 차이이긴 하지만.....,선우미정
"강의, 학생발표, 논어다큐 감상으로 이루어지는 수업임. ",선우미정
앞에 앉으면 교수가 더 좋아함! ,선우미정
출석 때 무조건 잘 대답해야함! 출석 비중이 큰듯,선우미정
"수업때 해주시는 말씀도 좋고 다큐멘터리 보는데 그것도 잘만들어져서 볼만하고 시험치르기도 굉장히 쉽습니다. 그렇다보니 출결과 발표, 감상문 과제같은것들이 중요해지는듯? 하지만 오래걸리는것도 없고 다 어렵지않게 할수있어요.",선우미정
"출석 매번 부르시고요, 들어보니까 결석 2번 하면 발표 안 한거만큼 점수가 깎이더라구요 . 결석 한 번에 5점 깎으신대요 과제도 3번 있고, 팀플 발표도 있는데 사실 팀플 발표는 비중이 별로 큰 것 같지 않고, 15점 짜리 논어 감상문 과제가 중요한 것 같아요. 과제를 처음에 언제까지 내라고 한번에 쫙 알려주시고 다음에는 그다지 강조해서 알려주지 않으셔서 알아서 잘 체크해두고 내셔야할 것 같아요. 시험은 진짜 부담이 없어요! 문제 다 알려주시고 진짜 딱 그것만 내시기 때문에 수업하나도 안듣고도 에쁠 받앗습니다... 출석만 잘하고 과제만 제때 내면 되는 수업이라고 생각합니다!",선우미정
중간 없고 기말 시험문제는 전부 알려주시니 무난합니다 출튀는 종종 가능하지만 그런거 엄청 싫어하시고 한번 지각에 삼점이 마이너스! 무난한 수업입니다,선우미정
시험문제는 다 알려주심 미리공부해가면됨 출석엄청깐깐함 한번 지각에 삼점깎임 팀플귀찮음 수업노잼 하지만 시간금방가고 할만함,선우미정
1.총평:  무난했음. 다른 수업 들과 비교해봤을때  나쁘지않음.,선우미정
"2. 과제: 과제 세개 팀플 하나있음. 과제는  인성에세이야 어느 교수님수업이나 필수로 써야하는거고 나머지 과제들은 솔직히 어럽지는 않음. 논어책에서 인상깊은 구절 뽑아서  그  뽑은 이유쓰기랑,  수업시간에 본 다큐멘터리 감상문 쓰기임.",선우미정
3.팀플발표:팀플이 없는 수업이라고 해서 들었는데 한번 있어서 당황함.  대신 성적반영비율이 낮아서  할만함.,선우미정
4.시험:중간고사 없고 기말고사는  문제 다 찝어 주셔서 부담이없음. 기말고사는 미리 알려준 10개 정도의 질문에 대해 1.,선우미정
2시간동안  답  생각하거나 찾고 외우면 끝.,선우미정
5.성적:과제 성실히 하고  출석 잘 하면 성적 잘 나옴.  A,선우미정
나옴.,선우미정
"6. 수업:인,의,예,지 각각의 주제에 대해서 1주차는 수업,  2주차는 다큐멘터리감상, 3주차는 그 주제에 대해 힌팀씩 발표 이렇게 12주 수업이 진행됨.",선우미정
과제 많고 자잘한 거 시간 엄청 들어감. 2학점 교양인데 팀플에 레폿 3개에 기말고사에... 수업은 노잼이고... 아무리 열심히 공부해봤자 출석 안좋으면 C,선우미정
뜨니까 본인이 한번도 안빠질 자신있다 싶음 넣으셈 ㅅㄱ,선우미정
걍 듣지마세요...  이 사람꺼말고 다른사람꺼 듣는거 추천합니다. 과제 엄청  많고 수업도 별로,선우미정
1학기때팀플이없엇나?ㅅㅂ팀플없는거라고알고갓다가 과제팀플많아서당황. 수업ㅈㄴ못함 개졸림 그러나 꼬박꼬박과제내고결석안하고 시험문제찝어주는거 잘보고가면 학점은잘주더라. 다시한번 논어의지루함을이교수로느꼇다 개졸리다하지만졸지마라ㅠ,선우미정
글쓰기 과제 자잘하게 3,선우미정
4개 있던거 빼면 무난하다고 생각해요 사실 글쓰기 과제도 막 거창하고 그런게 아니었어서 부담은 없었습니다 수업도 그냥 편하게 부담없이 들으면 되고 조별발표 1번 있긴 한데 비중도 작고 뭐 그냥 최소한의 발표로 진행하셔도 상관없습니다 시험도 문제 다 집어주시고 준비만 해서 가서 쓰면 됩니다 학점은 아직 안받아서 채워주는지는...,선우미정
과제많고 팀플있고 출석 민감하심. 기말한번치는디 다알려줘서 편함. 그라도 평소에 시간많이들어가서 별로,선우미정
과제많음 팀플발표있음 수업지루함 배우는거없음 추천할이유 없음,선우미정
교수님 수업이 많이 졸리긴하지만 수업시간에 집중만 잘하시면 시험잘보시고 학점잘받을수있어옹!!,선우미정
학점이 잘 나오진 않았지만 무난해서 괜춘.  매번 출석체크 하신다,선우미정
과제는 어렵진않다. 팀플이 없어서 추천. 시험문제는 수업시간에 강조하신거에서 나온다. 수업 자체는 지루하다..,선우미정
"우선 과제는 총 5회입니다. 논어교재 구성이 1234장으로되어있어서 그걸 매 장 시작전에읽고 에이포한장에요약하는거고, 에세이쓰기한번있구요. 그리고 수업은그닥재밌진않은데, 시험문제를 수업때  종종던져줍니다. 잘받아드시면됩니다. 팀플이없습니다. 그냥 무난하게논어를넘어가고싶다면추천합니다.",선우미정
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위,선우미정
하계학기로 들음. 책을 달달외워야함. 성적은... 비율은 채워주시나 플러스는 깐깐하신듯 함.,선병삼
"예습 안 해가면, 강의 내용이 삼천포로 빠지는듯한 느낌을 강하게 받음. 근데 예습 해가면 삼천포같던 말이 사실은 빅피쳐였는데 교수님이 말을 조금 돌아간거구나 하고 알게 됨.",선병삼
참고로 교수님이 몹시 좋은 분. 상당히 가정적이시고 인격적으로도 훌륭하시구나 하고 느끼게 됨. 그냥 뭔가 긍정의 기운을 받게되는 느낌적인 느낌.,선병삼
끝으로 교수님이 영화배우 박철민 닮으심.,선병삼
"여름 계절학기로 수강했습니다. 원래 개인발표가 있었는데, 이번 수업 때  조별 에세이로 바꾸셨습니다. 학점 비율은 정말 정확하게 주시기 때문에, 책내용 외우다싶이 해야 시험볼때 경쟁력이 있습니다. 시험은 서술형 5문제입니다.",선병삼
무난한 강의. 과제도 발표 한번. 책 잘 읽어가면 학점도 잘 나옴,선병삼
그냥 무난한것 같음 같은 학기에 다른 교수님한테 수업 들은애들 보니까 걔네는 조모임 때문에 서로 추노하기 바쁜데 이번학기에는 조모임 없이 3분 개인발표 하나여서 매우 쉬웠음 발표도 어차피 화면보고서 국어책 읽듯이해도 상관없음 부담이 1도안됨 어차피 시험으로 점수 갈림 ,선병삼
학점 비율은 그냥 비율 채워주는것 같고 시험 문제 처음받고서 당황함 앞에 스크린 띄워주고 거기에 문제 띄워주고서 약술하는게 전부인데 본인은 앞자리에 앉았지만 뒷자리에 앉으면 안보여서 시험내내 목이 빠지게 쳐다봐야될듯 ,선병삼
발표 팁을 주자면 자기 얘기를 하는걸 좋아하심 ,선병삼
그리고 인 의 예 지에 대한 핵심적인 단어를 중점으로 발표주제를 정하는게 교수님이 원하는거 인듯 ,선병삼
재미는 1도 없음 그런데 마치 내가 공자가 된듯이 빙의해서 수업듣다보면 어쩔땐 재밌는 날도 있음,선병삼
교수님은 굉장히 좋으신데 ...수업이 ...그렇게 좋은 강의는 아니었던거 같아요,선병삼
다른 분도 말씀하셨듯이 교수님 성격이 정말 좋으십니다,선병삼
어떤 일이 있어도 화를 내실 것 같지 않아요,선병삼
그리고 모든 사람의 출석을 인정해주시는 것 같습니다. 흡사 천사.,선병삼
그런데 또 다른분께서 말씀하셨듯이 열정은 넘치지만 그만큼의 강의력을 가지신 것 같지는 않습니다. 사실 조금 혼란스러웠어요..,선병삼
또 교수님이 질문하실 때 거의 허공에 대고 질문하셨는데 죄송하네여.. 새삼스레.....,선병삼
논어치고 한자도 안 물어보시고 수업 잘 들으면 잘 나오는 수업 같습니다! 비율도 최대한 채워주시려고 노력하신듯해요,선병삼
"정말 제대로 논어 수업을 들어보고싶었는데... 교수님 뭔가열정 넘치시지만 그만큼 따라주지 못하는 수업..... 강의에 대한 계획이 제대로 짜여져 있는 것 같지 않았던 오티날이 기억나네요. 갑자기 교수님이 바뀐것도 당황스러웠지만, 수업 계획서를 제대로 작성해서 보여주시지 않으신것도,, 없던 발표가 생긴것도 하나하나 당황스러운 수업이었습니다.",선병삼
논어 수업 치고는 한자 많이 안외워도 되고 팀플도 없고 수업시간에 배운 개념위주로 시험문제가 나와서 좋았습니다. ,선병삼
물론 교수님이 변별력을 위해 어려운 문제 하나 정도 출제하시기는 합니다.,선병삼
 출결은 매일 체크하시고 시험 보는 날도 출석 부르세요. 과제는 공통 과제였던 제가 에세이 하나 였습니다. 발표는 인의예지 중에서 하나를 랜덤으로 정해서 삼분스피치 하는 방식입니다. 교수님이 나름대로 수업준비도 열심히 하시고 많은 이야기들을 들려주시려고 노력하신 것 같습니다.,선병삼
굉장히 지루합니다..굉장히....교수님이 열정적이시나 수업의 퀄리티거 그 마음울 따라가지는 못하는 것 같습니다 교재 기반으로 피피티 설명하십니다 그냥 책만 보시면 됩니당 시험은 두 번 치고 약술과 서술이 섞여있습니다,선병삼
"교수님 성격이 되게 좋으세요.  수업은 성균논어책을 기반으로 진행하시고 과제는 인,의,예,지 중에 한 파트에 대한 주제로 A4 1",선병삼
"1.5장 분량의 에세이를 써서 발표하는게 한번 있구요, 성균인성센터 공모전에 제출하는 에세이까지해서 총 두 개 있습니다.  시험은 총 10문제인데 필수 4문제, 선택 6문제중 3문제해서 총 7문제에 대해 약술하는 방식입니다.  보통 '인에 대해 약술하시오",선병삼
"크게 기억에 남는 것도, 크게 안좋았던 것도 없었던 그저 그런 수업이었어요.  그래서 딱히 추천드릴 이유도 없네요. 과제는 성균논어 공통으로 하는 에세이 작성이랑, 3분짜리 발표문 작성이 전부였고, 시험은 '의에 대해 서술하시오' 이런 문제가 여러개 나옵니다. 대부분 무난한 문제지만 한두문제는 크게 중요하다 생각되지 않는 부분에서 나오니 그래도 꼼꼼히 보는게 좋을 듯해요. 아 그리고 수업.. 많이 지루합니다.",선병삼
사실 교수님이 강의에 그다지 관심이 없어보임...편하게 듣고 싶으면 괜찮지만 무언가 많은 것을 얻어갈려고 해도 얻어갈 게 없을 것임...! 책을 읽으며 얻을 수 있을 지 모름. 개인적으로는 편하게 듣고 팀플이 있어도 그게 큰 부담이 없었음....단지 출결에서 많이 갈리는 것 같지만 출튀하거나 결석하는 사람도 꽤 많아서 갈린다고 보기도 좀......,김용복
기말때 아예 책 빈칸뚫음.. 그전까지 잘햇는데 기말 말아먹어서 씨플뜸 시플....ㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ튜ㅜㅜㅠㅠㅠㅜ,김용복
교수님 강의 왜 하시는지 잘 모르겠는..그냥 구구절절 맞는말 옳은말만 하십니다. 아주 도덕적입니다. 이걸 내돈내고 강의로 들어야한다니 안타까워요ㅠㅠ,김용복
한 챕터씩 책 읽어가야하고 그거 토대로 자기가 느낀거 적어서 내야합니다. 인의예지니까  총 4번내는거에요. 내용으로 점수 안 까시니까 조금이라도 읽고 관련지어서 하고싶은말 하시면 됩니다.,김용복
팀플있어요. 팀별로 총 4회 토론하는데 주제는 책 읽은 내용에서 팀원끼리 정합니다. 뭐라 안하시니 재밌는 주제 정해서 즐겁게 토론하시고 발표 간단히 하세요. 마지막엔 팀별로 프로젝트같은거 하나씩 하고 발표하는데 크게 힘든 팀플은 아닙니다. 팀별로 하고싶은거 정하는거니까 창의력 발휘해 보세요.,김용복
시험은..중간고사는 거의 책에서 나온 소재와 관련해서 자기 주장 적는거 나오구요. 기말고사는 변별력 주신다고 책에 나오는 단어나 사자성어 내십니다..빈칸 짜증나요. ,김용복
저는 흥미도 없고 의욕도 안 생겨서 별로 열심히 하진않았지만 다른 분들 생각 듣고 제 생각도 바뀌고 그랬어요. 교수님보단 학우분들 분위기가 좋으면 재밌는 강의가 될거같네요,김용복
그냥 무난무난해요..  배우는거 진짜 하나도없지만 좀만 하면 그렇게 어렵지않게 좋은 성적 받을 수 이ㅛ는거같아요,김용복
참고로 저는 A받았습니다.,김용복
"총 4번의 과제가 있는데 그냥 책을 읽고 느낀 점만 쓰면 되서 부담은 없다. 인의예지 한 장이 끝날때마다 이에 관해서 조별 토론을 하는데 그냥 큰 틀도 잡아주지 않고 인의예지 관련 주제면 아무거나 된다고 함. 조별 토론이 끝나면 간단하게 조별 발표를 함. 중간고사는 서술형 2문제, 기말때는 단답형 몇개랑 서술형문제 나왔었다. 배우는 게 딱히 없고 논어의 특징인지 모르겠는데 답답하고 별로. 인의예지에 대해서 토론할 게 딱히 없는 느낌.",김용복
논어 책 자체가 같은 내용을 반복하는거라서 수업 자체는 굉장히 지루합니다 그래서 다들 수업 안듣고 뒤에서 딴 짓 많이해요  ,김용복
과제는 인의예지 한 장씩 요약하는 것 있고 인의예지 파트가 각각 끝나면 조별로 토론하는데 부담스럽지는 않습니다 ,김용복
기말 전에 프로젝트 발표 하나 더 있습니다 ,김용복
중간 16.5로 평균이 18인 거치곤 저조한 점수를 받았으나 기말을 거의 다 맞으니 에이쁠 나왔습니다,김용복
중간은 완전 논술형이었고 기말은 논술과 주관식 섞인 형태였습니다,김용복
"저는 이 교수님 강의를 처음 들었을 때 좋은 내용을 많이 말씀해주셔서 꽤 괜찮다고 생각했어요. 조별 활동도 처음에는 많은 인원이 한 팀이다 보니 이런저런 걱정을 많이 했는데 나중에는 즐거운 마음으로 토론했습니다. 팀플이 많아도 수업시간 이외에 해야할 것이 적어서 부담은 없었고, 마지막 발표는 조원 운이 중요한 것 같아요. 다만 논어책이 깊이가 별로 없는 것 같고 비슷한 내용이 반복되는 것 같아 아쉬웠습니다.",김용복
밑에 분이 시키는거 많다고 써주셨는데 저기에서 플러스 조별발표과제가 있어요 근데 별로 부담 없음 시키는대로 하면 무난해요,김용복
중간기말 다보는데 중간고사땐 생각쓰는 문제 2문제 나왔었고 기말은 변별력 높인다고 빈칸채우기 여러개,김용복
생각쓰는 문제 1개 이렇게 나왔어요  빈칸채우기는 매번 내시는건 아닌거같은데 교수님이 시험 전에 빈칸 낼지도 몰라요,김용복
 이렇게 말하시면 내시는 거니까 교재 꼼꼼히 공부하시구요 ,김용복
은근 지엽적임 사자성어 특히 공부 열심히,김용복
 생각쓰는건 문제를 정독해서 원하는게 뭔지를 파악하고 그에 관련된 교재의 내용을 떠올리면서 약간 분류?해서 쓰시면 될듯하네요 저도 그렇게 해서 중간 19점 기말은 모르지만 빈칸은 다맞은거 같아서 에이쁠 받았어요.,김용복
강의력은 별로 없고요 진도 나갈때 피피티로 수업 나가는데 교재에 열심히 표시해놓으면 공부할때 편해요. 그냥 무난한 수업임,김용복
시험은 논술형이고 쉽고 교수님이 점수도 잘 주십니다,김용복
근데 강의력이 0이라 뭘 얻어가기엔 별로입니다,김용복
그리고 논어 치고 시키는게 너무많아여,김용복
1. 시험 두번,김용복
2. 2주?에 한번 자기 생각써오기 ,김용복
"3. 2주에 한번 조별 토론 후 발표, 서기 정해서 일시킴",김용복
4. 마지막 기말토론,김용복
별걸다합니다,김용복
암기 싫어하시는 분들이라면 추천,김용복
"평소에 출석은 평소학습이라고 해서 수업때 진도나갈 부분을 미리 읽고 A4용지 1쪽 정도 분량의 감상문을 써가야합니다 이게 좀 귀찮긴해요 거의 매주 과제가 있는거니까.. 근데 책 다 안 읽고, 폈을때 보이는 부분 기준으로 아무말이나 써가도 제출은 되고.. 쨌든 어떤 방식으로든 제출만 하면 출석은 됩니다. 타이핑해가도 문제없구요",김용복
인 의 예 지 각 대단원이 끝나면 토론시간이 있는데 적극적으로 임하고 발표를 잘 하면 좋은 것 같습니다. ,김용복
"시험이 서술형이고 암기를 요하지 않는 부분이라 점수가 복불복일 수 있을 것 같네요. 책 솔직히 평소학습때만 읽고 시험땐 수업때 쓰는 ppt에 나오는 주요 문구에 밑줄친거만 쓱 보고 들어갔습니다. A받았고, 문장력이랑 발표력싸움인 수업인것같아요",김용복
수업때 딴짓 많이들 하시던데 ppt를 따로 안올려주시기 때문에 그냥 앉아있다가 가면 배우는게 없는수업.. 물론 강의때 잡설이 많은 편이라 강의자체가 좋은 편은 아니었습니다,김용복
꿀이었다는 분들도 많으신데 저는 강의가 정말 별로였습니다. 재미없기도한데 교수님 자체가 강의를 열심히 안하시는게 눈에 보일 정도고 수업에 체계가 없습니다.,김용복
시험은 수업내용과는 연관이 별로 없는것 같고,김용복
평균점수가 생각보다 높습니다.,김용복
그리고 비율은 절대 채워주시지않습니다. 성적 채점에 있어서 매우 칼같으세요.,김용복
나는 정말 꿀 과목이었음 그냥 논어책 한 여섯일곱버누읽고 들어가면 만점임. 중간 19.2 기말 만점 받았음 출튀하기도 되게 쉬움. 강의력 있는 강의를 원하면 들으면 안되지만 놀고 싶을 때 들으면 좋음.. 3번 토론 했는데 미친듯이 창의적이거나 학구열있지 않아도 됨 아주 꿀임,김용복
"중간중간 토론은 재미있지만 수업은 별로입니다. 뻔한 내용이다보니 수업 내용이랄 게 없고, 이론 위주입니다. 실천의 면에서 논어를 보고 싶은 분들은 다른 수업 듣길 바랍니다. ",김용복
"시작할 때부터 조를 나눠서, 그 조가 배정된 곳에 앉아야 합니다. 출석은 조장이 조원들이 다 왔는지 보고하는 방식으로 진행됩니다. 수업은 성균논어 책을 가지고 진행되는데, 딱히 내용이랄 게 없다보니 좀 지루합니다. 뒤 보면 딴짓하고 자는 사람들로 넘쳐납니다. 인, 의, 예, 지 총 네 파트로 나뉘는데, 한 파트가 끝날때마다 관련 주제를 가지고 조별 토론을 합니다. ",김용복
단 제 학기엔 시간이 없어서 예와 지는 한꺼번에 했습니다.,김용복
" 그리고 토론 내용을 가지고 앞에서 발표하고, 질의응답을 받습니다. 토론 과정은 재미있지만 주변 학우들이 의욕 없는 경우가 많아, 학구열이 넘치는 분들은 아쉬워 할 겁니다.",김용복
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 ,김용복
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하,김용복
과제가 한 달에 하나씩 나감. 그것도 성의만 보이면 되는 수준,단윤진
"출석 깐깐하시고, 매 주 토론 후 발표있으나 성적반영 안 됨",단윤진
중간 기말 각 각 시험과 발표있음. 학생들이 채점하는데 분탕질 있는듯,단윤진
뭔가 얻어가는 수업은 아니었는데... 그래도 소풍가서 막걸리 마신건 좋았음ㅎㅎ,단윤진
나름 괜찮음 출석에 엄청 민감하시고 시험은 거의 논어책 목차에 있는 한자 누가누가 잘 외우나 이런거. 날씨 좋으면 막걸리에 맥주 사들고 소풍도 갔음,단윤진
교수님 자체로는 이 수업에 대한 지식이 많고,단윤진
과목에 대한 프라이드도 있는 것 같다,단윤진
시험에서 한자외워야하는 비중이 커서 아쉽다,단윤진
그리고 매 수업마다 조별로 발표가 있지만,단윤진
무난하게 끝낼수있고,단윤진
중간 기말 이후에 하는 발표만 신경써주면 될것같다,단윤진
시험이 생각 쓰는거 두문제 빼고는  죄다 한자 쓰거나 풀이기때문에  한자 모르는 사람들이 들으면 다 외워야되고 힘들수도있는데 한자 아는사람이 들으면 시험공부 대충해도 잘나옴,단윤진
계절학기에 들었습니다,단윤진
매 수업마다 조별로 토론시키고 발표하는데 수업은 별 의미없는 본인 사담하시고 수업주제를 바탕으로 토론을 하라고 시킵니다.,단윤진
